charge_mass,offset,pso_spherical,pr_spherical,is_spherical,ir_spherical,u_spherical,ta_spherical,td_spherical,pso_hemispherical,pr_hemispherical,is_hemispherical,ir_hemispherical,u_hemispherical,ta_hemispherical,td_hemispherical
75.82771188,7.899987802,227.2422499,788.8902431,415.2258393,1083.764357,581.3298303,7.246323682,7.44553145,332.6152901,1301.916931,608.0323101,1676.416252,662.4443307,6.30965924,8.62475147
40.48213977,9.109743471,105.3075717,295.6283159,246.1010803,581.3819197,467.8414001,11.07591852,8.507449615,150.5332985,462.7330917,355.2906746,889.5837848,513.4324035,9.778895135,8.485589681
97.61002785,9.3093007,190.0132005,625.9767702,420.0106728,1071.502033,549.2916538,9.130512801,8.583310965,276.7767335,1022.387161,612.6936445,1653.123451,620.6688102,7.968036197,9.45547733
78.40335459,5.501612259,530.5610087,2388.538901,597.3713445,1733.605992,794.801669,3.647215459,7.475512154,782.9630733,4007.984705,869.2934118,2717.205846,934.5026469,3.174255167,9.474415833
5.824301064,1.853734203,874.653518,4590.418373,306.7024842,967.4175077,982.1257174,1.01178187,3.258903723,1273.358816,7511.515741,421.0212514,1529.294739,1161.962522,0.887968267,3.341344029
7.641872108,1.450744526,1811.68874,11723.58005,360.2858939,1657.425106,1366.203616,0.59690351,1.987288247,2500.815565,17537.90589,372.8307687,2656.538476,1591.495976,0.536319071,1.245588077
28.76148611,8.367739881,99.08270215,273.9898135,214.0745155,501.7505582,461.2585391,10.3950513,7.752959143,141.3517829,426.8421729,308.8892904,767.1072746,504.6826792,9.191750241,7.856495832
14.19128364,8.174441657,64.36883632,161.5625816,140.2974579,311.5070346,422.6479066,11.77148029,6.904505017,90.59209384,243.5588178,202.4390518,473.5661519,452.9091107,10.53570597,7.496335957
70.73890477,2.265155235,3276.206697,24624.58729,607.6543727,5271.241048,1802.366165,0.743799208,1.610120245,4209.43608,33085.25059,691.166648,8559.073711,2029.571192,0.686161802,1.326180836
41.28248519,2.145646431,2567.435546,18192.03311,548.1788652,3686.473859,1607.583298,0.772500063,1.903481328,3406.102472,25599.10046,597.3402263,5952.617832,1839.022602,0.70461969,1.408891276
29.20962101,6.622552803,165.768645,525.249631,265.8087465,666.2414266,527.3317673,6.8323869,6.145707037,240.4764161,850.2330681,386.6030576,1025.87266,591.910852,5.975256415,6.433358915
69.36805242,6.296590041,355.3028877,1412.589076,484.6427386,1337.006894,679.7918475,4.87284284,6.882918425,524.3124569,2370.501005,713.1477358,2082.195434,789.4066874,4.232600344,8.798322272
37.62181598,4.929727202,389.9343195,1595.478201,410.9110309,1146.620877,704.0181495,3.681090546,5.629456682,575.8363869,2681.185419,604.1909785,1788.299919,820.279645,3.197726866,7.283558642
24.85661572,1.961259275,2188.959582,14893.10027,491.9987772,2786.529171,1492.005939,0.750404843,2.099330284,2960.232009,21574.16737,522.8407652,4483.916795,1722.335392,0.679617902,1.435997983
40.02816302,6.797600332,197.4852975,657.902805,316.9663975,812.6401694,555.876511,6.571885175,6.279589609,287.9775955,1077.09003,462.7682291,1254.44968,629.2724522,5.732090145,7.003263683
10.59723514,5.31112297,128.3578758,379.2072208,170.8344244,414.1261609,491.4171865,6.015839134,5.025475459,184.6848013,602.6136764,247.267447,635.3821563,544.646614,5.287169358,4.906153431
83.44520265,1.619993438,6507.530843,56646.855,603.8738772,9937.268743,2488.261011,0.41405939,0.920512007,7614.90923,67765.33914,796.0131193,16428.14053,2677.295073,0.393567407,0.991619735
66.11377543,3.137201992,1623.883367,10198.56716,778.4185207,3169.590167,1298.710095,1.346468616,4.922167792,2265.593622,15521.03611,794.5246233,5069.055007,1519.450142,1.204614935,2.99073729
40.96271759,9.977770642,87.80996765,235.8918631,228.8602839,528.1565621,449.084303,12.92959639,9.060948618,124.779392,364.0652043,330.0026094,806.1769599,488.4521464,11.46919075,9.457036102
51.58928102,5.446192894,394.9581853,1622.452177,458.9715137,1282.753193,707.4630396,4.046750729,6.259053553,583.2955589,2726.869769,674.7387602,2001.019382,824.6569063,3.515476431,8.107125847
52.60310775,3.925167097,842.7212765,4373.412886,630.0371114,1971.604122,966.2765616,2.173643435,6.809727216,1228.84986,7177.235142,870.7550272,3114.663407,1143.173509,1.906030634,7.19213132
51.60035104,5.082140686,462.585213,1995.742557,490.5307241,1398.306186,752.2924832,3.552829076,6.362935729,683.2913069,3355.165522,718.3620411,2186.781166,881.3174329,3.088589635,8.241598365
99.93076521,1.30521754,9862.916814,93025.22589,731.5367349,16281.96266,3030.402231,0.289152221,0.844654583,11115.41151,107879.7359,1070.089516,27274.7786,3214.729424,0.277833057,1.038902765
11.60151428,6.482959708,89.76741198,242.4036634,151.7132104,351.1053629,451.2223823,8.336773088,5.911247213,127.6516535,374.7539764,218.7793523,536.0833359,491.3076875,7.390748101,6.150450147
1.411449254,9.875687244,13.18826993,27.87187681,26.76914925,50.96171953,358.7433344,21.7749297,4.529252517,17.70415768,38.08076119,39.32164758,76.20146027,364.6508616,20.59694546,5.153629093
92.15960425,9.141709186,189.5967072,624.209106,411.6763125,1049.943385,548.9221827,8.973466939,8.428296301,276.1525442,1019.359969,600.5068965,1619.81119,620.1857996,7.83123127,9.277939727
26.52166134,2.426486608,1467.360104,8958.729817,581.496527,2191.869724,1239.490976,1.083086785,4.219336299,2065.814931,13838.18247,608.6235033,3498.407877,1455.089496,0.965342424,2.565399124
57.93813413,2.987670197,1640.594853,10332.67844,741.2747477,3053.144982,1304.865853,1.277227496,4.63203404,2286.716879,15700.64331,757.5469214,4883.824344,1526.077841,1.143116626,2.819490541
49.60802013,8.711139417,133.9434845,400.2313249,290.7999477,708.8781449,496.9534075,9.716036436,8.241736319,192.9907112,638.0530724,421.2043748,1088.254854,551.9528956,8.531489738,8.080655353
77.4316718,4.294747372,919.1888308,4896.77522,739.5752765,2359.231366,1003.808825,2.299201056,7.670783125,1335.10186,7979.697519,1005.34492,3732.779055,1187.528036,2.020248071,7.599074396
15.49663645,9.509547944,50.87642329,122.1392723,129.5717374,279.8481733,406.7065241,14.78287483,7.496553404,71.12119041,181.0831714,187.4463343,424.1838556,431.1772882,13.32914987,8.322118298
62.4502148,8.151260829,183.3628137,597.9039464,356.7243643,905.8807069,543.3606398,8.101331366,7.513636799,266.8120472,974.3334206,519.9674958,1396.883146,612.9117437,7.073582013,8.176308177
33.85248834,4.719858415,397.4029987,1635.618243,399.8713893,1118.428945,709.1333592,3.498730136,5.441198956,586.9240307,2749.15506,587.8012523,1744.85325,826.7781393,3.039450177,7.051172789
22.35356539,0.528745088,16467.38792,172392.8593,695.1117346,19404.83984,3889.045332,0.099388354,0.543563161,18744.2506,204990.511,1156.179627,33157.26715,4161.574304,0.095609879,0.706416617
3.288796008,7.547557837,30.51197612,68.07530802,59.57719712,121.9013346,381.6345409,13.67526286,4.98406138,42.07355398,97.7364153,86.95251323,183.6691816,396.2668806,12.54557618,5.662577631
47.03570551,1.34223161,6476.085003,56319.35435,498.5228637,8170.995241,2482.59071,0.343652854,0.762511594,7582.541073,67414.34396,656.3786338,13506.24968,2671.886168,0.32658876,0.819834964
52.22639686,2.935166624,1582.97461,9871.647807,728.4756837,2882.584437,1283.509714,1.272243189,4.739169292,2213.720228,15081.28978,741.2991994,4607.71567,1503.034513,1.137108517,2.870436036
17.65917176,5.000239341,213.2287832,726.4577299,248.9310545,644.4977888,569.4906392,4.697477546,4.659219623,311.5898211,1194.69886,364.039538,996.0063726,647.0318241,4.093207785,5.310737534
14.50312048,3.734302678,355.9186869,1415.793298,287.8522629,794.2802274,680.2302455,2.888004805,4.085182032,525.2301592,2375.957671,423.5694578,1237.01027,789.9667351,2.50854942,5.223494212
35.13943046,9.161295575,94.27036507,257.550601,224.1079128,521.9092825,456.1020957,11.58148341,8.423878265,134.2679478,399.6845999,323.2566357,797.3946121,497.8164847,10.25399081,8.703536579
18.73316365,4.367453459,302.5870385,1145.126926,293.03426,792.634799,641.1351079,3.594112798,4.474730326,445.573431,1913.539964,430.9978076,1231.362391,739.8325735,3.122947465,5.539221472
81.37925261,7.731052636,251.5887605,900.3475763,443.1670465,1171.599032,601.3252198,6.824229429,7.467063541,369.1448012,1493.42556,650.1971073,1815.022193,688.406987,5.93641393,8.85996655
13.41646534,3.624596162,359.0629691,1432.181687,281.5076884,777.6112824,682.464271,2.793714034,3.98081774,529.9151361,2403.859233,414.2181525,1211.216077,792.8198983,2.426647228,5.097194665
2.253088892,5.315047069,45.39713187,106.9131917,64.48914087,137.5129815,400.0801722,8.563757,4.039367102,63.26412522,157.3041472,93.45592638,208.1476819,422.0480497,7.750471249,4.520411076
9.798081696,1.236254806,2956.926986,21690.22787,323.8092723,2526.998183,1717.666806,0.421907227,0.954697768,3852.019437,29719.15689,361.4900651,4093.392325,1947.526135,0.387348869,0.753492932
10.34144467,5.447895762,119.4291007,346.2096099,164.5061155,395.044926,482.4283036,6.333053278,5.14288222,171.4301749,547.1783405,237.8504832,605.5041274,532.7657275,5.574832481,5.02182277
52.47756106,6.366358738,280.4400377,1037.034171,400.326203,1072.738354,624.1667828,5.39293715,6.353431981,412.4053806,1728.172944,588.3188874,1664.581648,717.9576392,4.687721252,7.729857657
24.41525501,1.206452347,5380.769117,45084.74286,396.3532939,5540.967345,2275.382843,0.330009334,0.692749748,6451.972675,55406.36023,499.7504772,9111.042606,2475.999844,0.311369616,0.691365377
16.76831895,0.809855814,8318.648448,75939.56214,374.6513362,7445.609662,2794.333162,0.19004748,0.483167194,9486.71677,88710.41922,524.7129333,12402.02942,2975.146226,0.181994554,0.568946302
23.67025965,6.350288349,155.8323007,485.2987308,241.6776399,600.9021055,518.0487256,6.702225641,5.938653284,225.6257319,782.2045094,351.0545469,924.4525723,579.7229895,5.86778708,6.065583352
24.80701309,9.46853816,69.56792278,177.4389314,174.9814438,392.2097081,428.647459,13.28581818,8.162699633,98.13818897,269.0348473,252.3626557,596.8478079,461.0204295,11.86334775,8.783676365
30.71137804,3.023564558,1010.613486,5538.434249,561.0066316,1833.071124,1046.898819,1.559997455,5.532622264,1460.660099,8946.738883,746.5923534,2905.255443,1237.853808,1.374093033,4.818499238
94.41291839,1.565688099,7330.067036,65305.8347,642.7723234,11629.97659,2631.92823,0.383821214,0.902345597,8462.183921,77091.38641,872.2075269,19295.1332,2815.539772,0.366273007,1.017595241
20.28708428,6.270956084,143.1497162,435.5011939,221.7798,545.3497246,505.938967,6.827308952,5.917735734,206.7014207,697.6859013,321.6169136,837.9866404,563.7946197,5.986891782,5.877769674
10.69730192,4.033188933,237.4253481,835.0574585,220.0556074,577.5444708,589.778365,3.638883784,3.83825983,347.8949982,1381.237419,322.5144384,893.9515726,673.4246735,3.167118695,4.493105833
50.77378219,6.971603177,222.8539906,769.200638,360.3889511,938.3172126,577.6495442,6.441821337,6.545286215,326.030837,1268.095254,527.5230642,1451.014961,657.6564172,5.61032593,7.545567417
14.42279798,7.494091428,77.40205815,202.0340077,153.0569186,347.6353975,437.5394092,10.14210503,6.628954421,109.549833,308.8031425,220.6692558,529.7494678,472.9893813,9.028140805,7.0385286
24.41018027,2.979592375,880.6710294,4631.563997,495.7236867,1565.996883,985.0836447,1.621946708,5.250313693,1281.723955,7574.647317,679.6126997,2475.831224,1165.45958,1.423694714,5.349835785
30.11278301,8.130916221,108.708128,307.6224862,225.9526788,535.9918237,471.3971732,9.774949001,7.619682291,155.5571926,482.6918984,326.3104966,820.4851791,518.1518305,8.623601149,7.543821846
66.2816667,4.040874573,938.0072487,5027.479886,707.1907894,2266.867777,1012.830079,2.146283722,7.259690013,1361.076135,8178.145048,957.244634,3587.944985,1198.116983,1.88683505,6.99326143
7.910750687,4.258710917,168.0095893,534.3696962,172.9144434,434.1615626,529.4017002,4.371930582,3.946382059,243.828177,865.7861266,251.5656122,668.6460546,594.6259372,3.822602241,4.153476046
37.05468434,0.950778919,9672.379421,90886.34955,520.2720351,11439.92362,3002.267413,0.212010216,0.608310099,10912.05586,105443.2607,757.2419986,19150.78979,3185.67187,0.203649492,0.745232838
92.18968683,4.817908585,809.5661673,4150.539011,748.2316023,2322.543415,949.5385505,2.710051258,8.229008569,1182.423171,6831.562828,1041.164595,3666.474913,1123.237472,2.3743163,8.920671519
60.46110576,3.846374792,977.7788991,5306.08115,695.569722,2252.915795,1031.633303,2.010207524,6.985662052,1415.748718,8598.621676,932.902231,3568.532685,1220.097862,1.769094139,6.35885773
22.91144449,2.107782064,1783.253013,11490.23488,523.2820664,2365.332386,1356.213357,0.872542577,2.947058629,2465.498345,17232.79016,540.3868896,3789.958498,1580.916973,0.783482984,1.836355997
85.53260821,6.596065138,374.7423694,1514.583766,531.3928478,1475.588317,693.4959332,5.00123084,7.38873361,553.2561872,2543.962427,781.6824113,2299.929218,806.8897177,4.344233927,9.518286228
46.73611885,4.118905248,691.9581031,3381.490737,560.9809885,1692.931682,887.6117573,2.462864677,6.535932872,1015.96024,5619.639207,797.8916556,2665.289498,1048.652568,2.151251519,7.617188517
67.58504862,1.252345656,8679.605271,79881.91663,605.6239055,12399.02421,2851.261584,0.289655842,0.759554622,9863.771127,93075.41436,857.3813427,20681.31761,3032.059972,0.27765726,0.905786158
70.88142234,2.498686836,2712.925648,19487.44449,643.9396577,4591.215394,1649.656803,0.880979763,2.092875339,3574.069974,27140.35968,708.1914193,7422.629168,1880.768988,0.80559713,1.589628096
74.9528386,4.424365391,839.5381952,4351.906348,707.9672777,2213.737996,964.6823003,2.453698651,7.664934621,1224.402089,7143.98383,979.1094362,3496.943664,1141.278767,2.151424628,8.117155592
29.73205954,9.651752178,75.56337453,196.1908978,192.7628691,436.5064532,435.4682912,13.16960307,8.490366204,106.8672871,299.324399,277.9262228,664.9684384,470.2066616,11.7311913,9.043074168
24.47331947,9.747718666,65.08707996,163.7340254,169.0871775,375.9339867,423.4814571,13.98539579,8.258105447,91.63321378,247.0334667,243.9605997,571.5916725,454.0379772,12.51298636,8.954947749
78.19910222,2.86587423,2201.286985,14998.79732,719.2756647,4098.712672,1495.92434,1.0941689,3.046013795,2974.975877,21705.64673,765.0090106,6596.193407,1726.343526,0.99119655,2.089435213
35.72113723,9.489085112,88.64346547,238.6592058,219.5321774,507.2401043,449.995978,12.25607315,8.63237,126.002134,368.6054338,316.5626023,774.3471894,489.6700308,10.86897355,8.997729016
17.82936436,4.323640423,298.2186676,1123.596898,286.5157694,773.6160186,637.8247312,3.577841953,4.40668584,439.0346654,1876.644055,421.3546847,1201.550165,735.5702757,3.109000779,5.437184429
17.99261755,8.998988862,62.25727117,155.2200781,149.5728956,330.7709932,420.1885454,13.10274249,7.531568453,87.53390013,233.4284012,215.8809259,502.638662,449.5745727,11.7391775,8.206649355
34.6647771,1.38878083,5165.564575,42919.15741,445.8304485,6008.335988,2232.156215,0.38552409,0.803230615,6228.348462,53090.11469,556.9801827,9868.567898,2435.429532,0.363124284,0.788695683
74.04014081,5.405153554,528.8741804,2378.594091,585.2961623,1697.836686,793.7743714,3.587696518,7.330215898,780.5004343,3991.564145,851.878523,2661.002812,933.2238185,3.122354461,9.296935141
75.85176378,2.778232243,2296.636425,15820.5078,700.0775475,4177.035216,1525.862978,1.043650211,2.801975936,3088.48945,22721.71473,749.4134814,6728.349873,1756.842396,0.947193658,1.963400466
37.55651706,6.833182083,186.184186,609.7737198,302.9739963,770.9019147,545.8850705,6.752899548,6.298227091,271.0389188,994.6456372,441.7680059,1189.005203,616.2142978,5.894876366,6.890525671
43.00061494,1.759751364,3852.215968,30048.27225,495.7912071,5060.529579,1944.811516,0.54396606,1.129924294,4839.459872,39150.17551,581.9208976,8249.096129,2165.425549,0.505640299,0.991115505
25.40936106,6.331991047,165.1873598,522.8904786,253.3805036,634.8004688,526.7934432,6.541086849,5.878401647,239.6071328,846.211171,368.4995162,977.4112748,591.2045925,5.72084204,6.144825162
10.29486328,8.484376091,48.7908741,116.2880659,110.8193382,238.213567,404.1946635,13.3652549,6.600485576,68.12705186,171.9196672,160.4153944,360.8901362,427.724223,12.06734066,7.350575487
24.62546724,5.862411057,191.450931,632.0884402,266.2061898,679.7857352,550.5650699,5.733704874,5.406543591,278.9315531,1032.854963,388.3945084,1048.894186,622.3333328,5.003165633,5.97070958
71.35065871,8.416118149,188.5005917,619.5630783,377.1265728,961.1095542,547.9485722,8.279075026,7.758339462,274.5099002,1011.404323,550.0395943,1482.637662,618.91286,7.225832353,8.523861913
98.12518471,4.526382856,974.7952656,5285.071433,816.5832909,2642.789043,1030.234769,2.368412576,8.214543578,1411.657641,8567.030774,1095.971756,4185.845636,1218.467165,2.084167686,7.508414755
12.82614332,8.968186053,50.45268378,120.9449625,121.1715673,261.4563195,406.1971948,13.97842336,7.051267991,70.51249506,179.2102726,175.3148853,396.2653439,430.477827,12.60722098,7.832894765
21.20679229,8.251795959,82.64418609,218.9234373,179.0531109,410.0455529,443.3917711,10.91946698,7.404051893,117.2112261,336.3009076,258.1484577,625.391342,480.8375513,9.702208604,7.792953178
2.78082639,2.700598297,213.1539763,726.1279581,134.4058881,347.9695525,569.426752,2.537412309,2.516282588,311.4775965,1194.132756,196.5552002,537.7491076,646.9485747,2.211016271,2.867877883
31.78087348,3.717923091,652.2340581,3129.929996,481.620766,1439.778336,865.6925335,2.274821826,5.712681156,959.1018159,5216.479087,689.4798584,2264.454807,1021.945417,1.985080548,6.8051171
16.78495938,9.188485758,57.15487316,140.1540318,140.5315821,307.6371591,414.1913762,13.75888148,7.504119231,80.16053786,209.4813673,203.0027974,466.9803962,441.4172156,12.35986156,8.247098326
21.35469145,1.415702737,3741.706885,28995.86745,394.9292433,3916.602788,1918.404784,0.442370478,0.923462852,4719.864639,37986.2513,460.8518661,6379.831958,2140.40243,0.410644086,0.801095539
80.77891093,4.844260975,724.2388019,3589.071892,685.6223791,2085.012976,905.032463,2.845638863,7.868197073,1061.928696,5949.769973,969.6908344,3285.136566,1069.764684,2.487607241,9.004334792
37.76656407,4.805253027,414.5783597,1728.829383,422.1568256,1186.960473,720.7578491,3.504428181,5.662063339,612.3873431,2906.672197,620.0963252,1853.01034,841.5194701,3.044808373,7.354284349
43.68254191,7.697205582,159.952722,501.7680726,299.5975379,747.450556,521.9193408,8.046248035,7.174016579,231.7817363,810.2272248,435.4207133,1150.333816,584.8070932,7.041188975,7.402605133
20.67023891,0.929028137,7509.263318,67215.32929,389.6503336,7181.741806,2662.134313,0.225843139,0.538100844,8647.202946,79162.62868,531.9044656,11923.98122,2844.93539,0.215674675,0.612186939
67.75458032,2.447719027,2742.813133,19755.27558,631.9918718,4558.436607,1658.153854,0.859434042,2.027919865,3608.360578,27456.6158,696.3503159,7371.449594,1889.156847,0.786291776,1.54804082
56.76926821,1.088140552,9771.902044,92002.46555,602.9283037,13342.58887,3016.994757,0.241809987,0.700324252,11018.17972,106713.3264,879.8596372,22343.74833,3200.864893,0.232311466,0.859781566
54.70199639,1.407303211,6507.358189,56645.05612,524.5803402,8632.236548,2488.229916,0.359700573,0.799656215,7614.731514,67763.41093,691.485738,14270.6702,2677.265403,0.341898509,0.861419
