Item_Identifier,Item_Type,Item_Area,Item_Material,Item_Weight,Material_Cost,Item_Cost,Item_height,Item_maxDeform,Item_maxShear,Item_maxBending,system_load,system_length,Vpl,Mpl,Usability,Shear failure,Bendig failure
IT4617,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,546.225,-60,75,24.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4618,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,294.533,-60,75,24.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4619,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,173.315,-60,75,24.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4620,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,108.19,-60,75,24.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4621,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,71.63,-60,75,24.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4622,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,48.712,-60,75,24.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4623,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,34.288,-60,75,24.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4624,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,24.534,-60,75,24.00,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4625,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,557.605,-61.25,76.562,24.50,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4626,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,300.669,-61.25,76.562,24.50,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4627,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,176.926,-61.25,76.562,24.50,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4628,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,110.444,-61.25,76.562,24.50,5.0,131,29.11,Case 3,NSFL,BFL
IT4629,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,73.122,-61.25,76.562,24.50,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4630,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,49.727,-61.25,76.562,24.50,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4631,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,35.002,-61.25,76.562,24.50,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4632,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,25.045,-61.25,76.562,24.50,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4633,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,568.985,-62.5,78.125,25.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4634,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,306.805,-62.5,78.125,25.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4635,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,180.537,-62.5,78.125,25.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4636,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,112.698,-62.5,78.125,25.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4637,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,74.614,-62.5,78.125,25.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4638,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,50.742,-62.5,78.125,25.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4639,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,35.717,-62.5,78.125,25.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4640,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,25.556,-62.5,78.125,25.00,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4641,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,580.365,-63.75,79.687,25.50,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4642,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,312.941,-63.75,79.687,25.50,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4643,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,184.147,-63.75,79.687,25.50,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4644,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,114.952,-63.75,79.687,25.50,5.0,131,29.11,Case 3,NSFL,BFL
IT4645,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,76.106,-63.75,79.687,25.50,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4646,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,51.757,-63.75,79.687,25.50,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4647,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,36.431,-63.75,79.687,25.50,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4648,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,26.067,-63.75,79.687,25.50,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4649,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,591.744,-65,81.25,26.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4650,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,319.077,-65,81.25,26.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4651,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,187.758,-65,81.25,26.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4652,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,117.206,-65,81.25,26.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4653,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,77.599,-65,81.25,26.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4654,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,52.772,-65,81.25,26.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4655,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,37.145,-65,81.25,26.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4656,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,26.578,-65,81.25,26.00,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4657,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,603.124,-66.25,82.812,26.50,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4658,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,325.213,-66.25,82.812,26.50,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4659,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,191.369,-66.25,82.812,26.50,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4660,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,119.46,-66.25,82.812,26.50,5.0,131,29.11,Case 3,NSFL,BFL
IT4661,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,79.091,-66.25,82.812,26.50,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4662,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,53.787,-66.25,82.812,26.50,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4663,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,37.86,-66.25,82.812,26.50,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4664,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,27.089,-66.25,82.812,26.50,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4665,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,614.504,-67.5,84.375,27.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4666,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,331.349,-67.5,84.375,27.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4667,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,194.98,-67.5,84.375,27.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4668,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,121.714,-67.5,84.375,27.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4669,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,80.583,-67.5,84.375,27.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4670,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,54.801,-67.5,84.375,27.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4671,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,38.574,-67.5,84.375,27.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4672,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,27.6,-67.5,84.375,27.00,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4673,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,625.883,-68.75,85.937,27.50,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4674,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,337.485,-68.75,85.937,27.50,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4675,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,198.59,-68.75,85.937,27.50,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4676,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,123.968,-68.75,85.937,27.50,5.0,131,29.11,Case 3,NSFL,BFL
IT4677,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,82.075,-68.75,85.937,27.50,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4678,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,55.816,-68.75,85.937,27.50,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4679,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,39.288,-68.75,85.937,27.50,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4680,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,28.111,-68.75,85.937,27.50,5.0,259.7,86.16,Case 3,NSFL,NBFL
IT4681,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,637.263,-70,87.5,28.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4682,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,343.621,-70,87.5,28.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4683,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,202.201,-70,87.5,28.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4684,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,126.222,-70,87.5,28.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4685,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,83.568,-70,87.5,28.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4686,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,56.831,-70,87.5,28.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4687,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,40.003,-70,87.5,28.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4688,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,28.623,-70,87.5,28.00,5.0,259.7,86.16,Case 3,NSFL,BFL
IT4689,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,648.643,-71.25,89.062,28.50,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4690,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,349.757,-71.25,89.062,28.50,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4691,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,205.812,-71.25,89.062,28.50,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4692,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,128.476,-71.25,89.062,28.50,5.0,131,29.11,Case 3,NSFL,BFL
IT4693,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,85.06,-71.25,89.062,28.50,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4694,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,57.846,-71.25,89.062,28.50,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4695,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,40.717,-71.25,89.062,28.50,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4696,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,29.134,-71.25,89.062,28.50,5.0,259.7,86.16,Case 3,NSFL,BFL
IT4697,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,660.022,-72.5,90.625,29.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4698,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,355.893,-72.5,90.625,29.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4699,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,209.423,-72.5,90.625,29.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4700,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,130.73,-72.5,90.625,29.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4701,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,86.552,-72.5,90.625,29.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4702,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,58.861,-72.5,90.625,29.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4703,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,41.431,-72.5,90.625,29.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4704,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,29.645,-72.5,90.625,29.00,5.0,259.7,86.16,Case 3,NSFL,BFL
IT4705,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,671.402,-73.75,92.187,29.50,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4706,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,362.03,-73.75,92.187,29.50,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4707,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,213.033,-73.75,92.187,29.50,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4708,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,132.984,-73.75,92.187,29.50,5.0,131,29.11,Case 3,NSFL,BFL
IT4709,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,88.045,-73.75,92.187,29.50,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4710,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,59.876,-73.75,92.187,29.50,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4711,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,42.146,-73.75,92.187,29.50,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4712,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,30.156,-73.75,92.187,29.50,5.0,259.7,86.16,Case 3,NSFL,BFL
IT4713,IPE100,10.30,S235,0.0404275,2000.00,80.86,100.00,682.782,-75,93.75,30.00,5.0,68.99,9.261,Case 3,NSFL,BFL
IT4714,IPE120,13.20,S235,0.05181,2000.00,103.62,120.00,368.166,-75,93.75,30.00,5.0,85.55,14.27,Case 3,NSFL,BFL
IT4715,IPE140,16.40,S235,0.06437,2000.00,128.74,140.00,216.644,-75,93.75,30.00,5.0,103.7,20.76,Case 3,NSFL,BFL
IT4716,IPE160,20.10,S235,0.0788925,2000.00,157.79,160.00,135.238,-75,93.75,30.00,5.0,131,29.11,Case 3,NSFL,BFL
IT4717,IPE180,23.90,S235,0.0938075,2000.00,187.62,180.00,89.537,-75,93.75,30.00,5.0,152.7,39.11,Case 3,NSFL,BFL
IT4718,IPE200,28.50,S235,0.1118625,2000.00,223.73,200.00,60.89,-75,93.75,30.00,5.0,189.9,51.85,Case 3,NSFL,BFL
IT4719,IPE220,33.40,S235,0.131095,2000.00,262.19,220.00,42.86,-75,93.75,30.00,5.0,215.5,67.07,Case 3,NSFL,BFL
IT4720,IPE240,39.10,S235,0.1534675,2000.00,306.94,240.00,30.667,-75,93.75,30.00,5.0,259.7,86.16,Case 3,NSFL,BFL
IT4721,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,47.129,-3,4.5,1.00,6.0,68.99,9.261,Case 3,NSFL,NBFL
IT4722,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,25.398,-3,4.5,1.00,6.0,85.55,14.27,Case 3,NSFL,NBFL
IT4723,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,14.935,-3,4.5,1.00,6.0,103.7,20.76,Case 2,NSFL,NBFL
IT4724,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,9.315,-3,4.5,1.00,6.0,131,29.11,Case 1,NSFL,NBFL
IT4725,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,6.162,-3,4.5,1.00,6.0,152.7,39.11,Case 1,NSFL,NBFL
IT4726,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,4.186,-3,4.5,1.00,6.0,189.9,51.85,Case 1,NSFL,NBFL
IT4727,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,2.943,-3,4.5,1.00,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4728,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,2.103,-3,4.5,1.00,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4729,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,70.694,-4.5,6.75,1.50,6.0,68.99,9.261,Case 3,NSFL,NBFL
IT4730,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,38.097,-4.5,6.75,1.50,6.0,85.55,14.27,Case 3,NSFL,NBFL
IT4731,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,22.402,-4.5,6.75,1.50,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4732,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,13.973,-4.5,6.75,1.50,6.0,131,29.11,Case 2,NSFL,NBFL
IT4733,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,9.243,-4.5,6.75,1.50,6.0,152.7,39.11,Case 1,NSFL,NBFL
IT4734,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,6.279,-4.5,6.75,1.50,6.0,189.9,51.85,Case 1,NSFL,NBFL
IT4735,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,4.414,-4.5,6.75,1.50,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4736,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,3.154,-4.5,6.75,1.50,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4737,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,94.258,-6,8.999,2.00,6.0,68.99,9.261,Case 3,NSFL,NBFL
IT4738,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,50.796,-6,8.999,2.00,6.0,85.55,14.27,Case 3,NSFL,NBFL
IT4739,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,29.87,-6,8.999,2.00,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4740,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,18.631,-6,8.999,2.00,6.0,131,29.11,Case 2,NSFL,NBFL
IT4741,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,12.324,-6,8.999,2.00,6.0,152.7,39.11,Case 2,NSFL,NBFL
IT4742,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,8.372,-6,8.999,2.00,6.0,189.9,51.85,Case 1,NSFL,NBFL
IT4743,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,5.886,-6,8.999,2.00,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4744,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,4.206,-6,8.999,2.00,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4745,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,117.823,-7.499,11.249,2.50,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4746,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,63.495,-7.499,11.249,2.50,6.0,85.55,14.27,Case 3,NSFL,NBFL
IT4747,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,37.337,-7.499,11.249,2.50,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4748,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,23.289,-7.499,11.249,2.50,6.0,131,29.11,Case 3,NSFL,NBFL
IT4749,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,15.405,-7.5,11.249,2.50,6.0,152.7,39.11,Case 2,NSFL,NBFL
IT4750,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,10.465,-7.499,11.249,2.50,6.0,189.9,51.85,Case 1,NSFL,NBFL
IT4751,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,7.357,-7.5,11.249,2.50,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4752,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,5.257,-7.499,11.249,2.50,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4753,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,141.388,-8.999,13.499,3.00,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4754,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,76.194,-8.999,13.499,3.00,6.0,85.55,14.27,Case 3,NSFL,NBFL
IT4755,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,44.804,-8.999,13.499,3.00,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4756,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,27.946,-8.999,13.499,3.00,6.0,131,29.11,Case 3,NSFL,NBFL
IT4757,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,18.486,-8.999,13.499,3.00,6.0,152.7,39.11,Case 2,NSFL,NBFL
IT4758,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,12.558,-8.999,13.499,3.00,6.0,189.9,51.85,Case 2,NSFL,NBFL
IT4759,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,8.829,-8.999,13.499,3.00,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4760,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,6.309,-8.999,13.499,3.00,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4761,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,164.952,-10.499,15.749,3.50,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4762,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,88.893,-10.499,15.749,3.50,6.0,85.55,14.27,Case 3,NSFL,BFL
IT4763,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,52.272,-10.499,15.749,3.50,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4764,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,32.604,-10.499,15.749,3.50,6.0,131,29.11,Case 3,NSFL,NBFL
IT4765,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,21.566,-10.499,15.749,3.50,6.0,152.7,39.11,Case 3,NSFL,NBFL
IT4766,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,14.651,-10.499,15.749,3.50,6.0,189.9,51.85,Case 2,NSFL,NBFL
IT4767,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,10.3,-10.499,15.749,3.50,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4768,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,7.36,-10.499,15.749,3.50,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4769,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,188.517,-11.999,17.999,4.00,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4770,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,101.591,-11.999,17.999,4.00,6.0,85.55,14.27,Case 3,NSFL,BFL
IT4771,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,59.739,-11.999,17.999,4.00,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4772,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,37.262,-11.999,17.999,4.00,6.0,131,29.11,Case 3,NSFL,NBFL
IT4773,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,24.647,-11.999,17.999,4.00,6.0,152.7,39.11,Case 3,NSFL,NBFL
IT4774,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,16.745,-11.999,17.999,4.00,6.0,189.9,51.85,Case 2,NSFL,NBFL
IT4775,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,11.772,-11.999,17.999,4.00,6.0,215.5,67.07,Case 1,NSFL,NBFL
IT4776,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,8.411,-11.999,17.999,4.00,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4777,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,212.081,-13.499,20.249,4.50,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4778,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,114.29,-13.499,20.249,4.50,6.0,85.55,14.27,Case 3,NSFL,BFL
IT4779,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,67.206,-13.499,20.249,4.50,6.0,103.7,20.76,Case 3,NSFL,NBFL
IT4780,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,41.92,-13.499,20.249,4.50,6.0,131,29.11,Case 3,NSFL,NBFL
IT4781,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,27.728,-13.499,20.249,4.50,6.0,152.7,39.11,Case 3,NSFL,NBFL
IT4782,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,18.838,-13.499,20.249,4.50,6.0,189.9,51.85,Case 2,NSFL,NBFL
IT4783,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,13.243,-13.499,20.249,4.50,6.0,215.5,67.07,Case 2,NSFL,NBFL
IT4784,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,9.463,-13.499,20.249,4.50,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4785,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,235.646,-14.999,22.499,5.00,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4786,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,126.989,-14.999,22.499,5.00,6.0,85.55,14.27,Case 3,NSFL,BFL
IT4787,IPE140,16.40,S235,0.077244,2000.00,154.49,140.00,74.674,-14.999,22.499,5.00,6.0,103.7,20.76,Case 3,NSFL,BFL
IT4788,IPE160,20.10,S235,0.094671,2000.00,189.34,160.00,46.577,-14.999,22.499,5.00,6.0,131,29.11,Case 3,NSFL,NBFL
IT4789,IPE180,23.90,S235,0.112569,2000.00,225.14,180.00,30.809,-14.999,22.498,5.00,6.0,152.7,39.11,Case 3,NSFL,NBFL
IT4790,IPE200,28.50,S235,0.134235,2000.00,268.47,200.00,20.931,-14.999,22.499,5.00,6.0,189.9,51.85,Case 3,NSFL,NBFL
IT4791,IPE220,33.40,S235,0.157314,2000.00,314.63,220.00,14.715,-14.999,22.499,5.00,6.0,215.5,67.07,Case 2,NSFL,NBFL
IT4792,IPE240,39.10,S235,0.184161,2000.00,368.32,240.00,10.514,-14.999,22.499,5.00,6.0,259.7,86.16,Case 1,NSFL,NBFL
IT4793,IPE100,10.30,S235,0.048513,2000.00,97.03,100.00,259.211,-16.499,24.748,5.50,6.0,68.99,9.261,Case 3,NSFL,BFL
IT4794,IPE120,13.20,S235,0.062172,2000.00,124.34,120.00,139.688,-16.499,24.748,5.50,6.0,85.55,14.27,Case 3,NSFL,BFL
