Item_Identifier,Item_Type,Item_Area,Item_Material,Item_Weight,Material_Cost,Item_Cost,Item_height,Item_maxDeform,Item_maxShear,Item_maxBending,system_load,system_length,Vpl,Mpl,Usability,Shear failure,Bendig failure
IT01,IPE100,10.3,S235,0.04447025,2000,88.9405,100,33.295,-2.75,3.781,1,5.5,68.99,9.261,Case 3,NSFL,NBFL
IT02,IPE120,13.2,S235,0.056991,2000,113.982,120,17.947,-2.75,3.781,1,5.5,85.55,14.27,Case 2,NSFL,NBFL
IT03,IPE140,16.4,S235,0.070807,2000,141.614,140,10.557,-2.75,3.781,1,5.5,103.7,20.76,Case 1,NSFL,NBFL
IT04,IPE160,20.1,S235,0.08678175,2000,173.5635,160,6.587,-2.75,3.781,1,5.5,131,29.11,Case 1,NSFL,NBFL
IT05,IPE180,23.9,S235,0.10318825,2000,206.3765,180,4.359,-2.75,3.781,1,5.5,152.7,39.11,Case 1,NSFL,NBFL
IT06,IPE200,28.5,S235,0.12304875,2000,246.0975,200,2.963,-2.75,3.781,1,5.5,189.9,51.85,Case 1,NSFL,NBFL
IT07,IPE220,33.4,S235,0.1442045,2000,288.409,220,2.084,-2.75,3.781,1,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT08,IPE240,39.1,S235,0.16881425,2000,337.6285,240,1.49,-2.75,3.781,1,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT09,IPE100,10.3,S235,0.04447025,2000,88.9405,100,49.943,-4.125,5.672,1.5,5.5,68.99,9.261,Case 3,NSFL,NBFL
IT10,IPE120,13.2,S235,0.056991,2000,113.982,120,26.921,-4.125,5.672,1.5,5.5,85.55,14.27,Case 3,NSFL,NBFL
IT11,IPE140,16.4,S235,0.070807,2000,141.614,140,15.835,-4.125,5.672,1.5,5.5,103.7,20.76,Case 2,NSFL,NBFL
IT12,IPE160,20.1,S235,0.08678175,2000,173.5635,160,9.881,-4.125,5.672,1.5,5.5,131,29.11,Case 1,NSFL,NBFL
IT13,IPE180,23.9,S235,0.10318825,2000,206.3765,180,6.538,-4.125,5.672,1.5,5.5,152.7,39.11,Case 1,NSFL,NBFL
IT14,IPE200,28.5,S235,0.12304875,2000,246.0975,200,4.444,-4.125,5.672,1.5,5.5,189.9,51.85,Case 1,NSFL,NBFL
IT15,IPE220,33.4,S235,0.1442045,2000,288.409,220,3.126,-4.125,5.672,1.5,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT16,IPE240,39.1,S235,0.16881425,2000,337.6285,240,2.235,-4.125,5.672,1.5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT17,IPE100,10.3,S235,0.04447025,2000,88.9405,100,66.591,-5.5,7.562,2,5.5,68.99,9.261,Case 3,NSFL,NBFL
IT18,IPE120,13.2,S235,0.056991,2000,113.982,120,35.895,-5.5,7.562,2,5.5,85.55,14.27,Case 3,NSFL,NBFL
IT19,IPE140,16.4,S235,0.070807,2000,141.614,140,21.114,-5.5,7.562,2,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT20,IPE160,20.1,S235,0.08678175,2000,173.5635,160,13.174,-5.5,7.562,2,5.5,131,29.11,Case 2,NSFL,NBFL
IT21,IPE180,23.9,S235,0.10318825,2000,206.3765,180,8.718,-5.5,7.562,2,5.5,152.7,39.11,Case 1,NSFL,NBFL
IT22,IPE200,28.5,S235,0.12304875,2000,246.0975,200,5.925,-5.5,7.562,2,5.5,189.9,51.85,Case 1,NSFL,NBFL
IT23,IPE220,33.4,S235,0.1442045,2000,288.409,220,4.168,-5.5,7.562,2,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT24,IPE240,39.1,S235,0.16881425,2000,337.6285,240,2.98,-5.5,7.562,2,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT25,IPE100,10.3,S235,0.04447025,2000,88.9405,100,83.238,-6.875,9.453,2.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT26,IPE120,13.2,S235,0.056991,2000,113.982,120,44.868,-6.875,9.453,2.5,5.5,85.55,14.27,Case 3,NSFL,NBFL
IT27,IPE140,16.4,S235,0.070807,2000,141.614,140,26.392,-6.875,9.453,2.5,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT28,IPE160,20.1,S235,0.08678175,2000,173.5635,160,16.468,-6.875,9.453,2.5,5.5,131,29.11,Case 2,NSFL,NBFL
IT29,IPE180,23.9,S235,0.10318825,2000,206.3765,180,10.897,-6.875,9.453,2.5,5.5,152.7,39.11,Case 1,NSFL,NBFL
IT30,IPE200,28.5,S235,0.12304875,2000,246.0975,200,7.406,-6.875,9.453,2.5,5.5,189.9,51.85,Case 1,NSFL,NBFL
IT31,IPE220,33.4,S235,0.1442045,2000,288.409,220,5.21,-6.875,9.453,2.5,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT32,IPE240,39.1,S235,0.16881425,2000,337.6285,240,3.725,-6.875,9.453,2.5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT33,IPE100,10.3,S235,0.04447025,2000,88.9405,100,99.886,-8.25,11.343,3,5.5,68.99,9.261,Case 3,NSFL,BFL
IT34,IPE120,13.2,S235,0.056991,2000,113.982,120,53.842,-8.25,11.343,3,5.5,85.55,14.27,Case 3,NSFL,NBFL
IT35,IPE140,16.4,S235,0.070807,2000,141.614,140,31.671,-8.249,11.343,3,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT36,IPE160,20.1,S235,0.08678175,2000,173.5635,160,19.761,-8.25,11.343,3,5.5,131,29.11,Case 3,NSFL,NBFL
IT37,IPE180,23.9,S235,0.10318825,2000,206.3765,180,13.076,-8.25,11.343,3,5.5,152.7,39.11,Case 2,NSFL,NBFL
IT38,IPE200,28.5,S235,0.12304875,2000,246.0975,200,8.888,-8.249,11.343,3,5.5,189.9,51.85,Case 1,NSFL,NBFL
IT39,IPE220,33.4,S235,0.1442045,2000,288.409,220,6.252,-8.249,11.343,3,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT40,IPE240,39.1,S235,0.16881425,2000,337.6285,240,4.47,-8.25,11.343,3,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT41,IPE100,10.3,S235,0.04447025,2000,88.9405,100,116.534,-9.624,13.234,3.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT42,IPE120,13.2,S235,0.056991,2000,113.982,120,62.816,-9.624,13.234,3.5,5.5,85.55,14.27,Case 3,NSFL,NBFL
IT43,IPE140,16.4,S235,0.070807,2000,141.614,140,36.949,-9.624,13.234,3.5,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT44,IPE160,20.1,S235,0.08678175,2000,173.5635,160,23.055,-9.624,13.234,3.5,5.5,131,29.11,Case 3,NSFL,NBFL
IT45,IPE180,23.9,S235,0.10318825,2000,206.3765,180,15.256,-9.625,13.234,3.5,5.5,152.7,39.11,Case 2,NSFL,NBFL
IT46,IPE200,28.5,S235,0.12304875,2000,246.0975,200,10.369,-9.624,13.234,3.5,5.5,189.9,51.85,Case 1,NSFL,NBFL
IT47,IPE220,33.4,S235,0.1442045,2000,288.409,220,7.293,-9.624,13.234,3.5,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT48,IPE240,39.1,S235,0.16881425,2000,337.6285,240,5.215,-9.624,13.234,3.5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT49,IPE100,10.3,S235,0.04447025,2000,88.9405,100,133.181,-10.999,15.124,4,5.5,68.99,9.261,Case 3,NSFL,BFL
IT50,IPE120,13.2,S235,0.056991,2000,113.982,120,71.789,-10.999,15.124,4,5.5,85.55,14.27,Case 3,NSFL,BFL
IT51,IPE140,16.4,S235,0.070807,2000,141.614,140,42.227,-10.999,15.124,4,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT52,IPE160,20.1,S235,0.08678175,2000,173.5635,160,26.348,-10.999,15.124,4,5.5,131,29.11,Case 3,NSFL,NBFL
IT53,IPE180,23.9,S235,0.10318825,2000,206.3765,180,17.435,-10.999,15.124,4,5.5,152.7,39.11,Case 2,NSFL,NBFL
IT54,IPE200,28.5,S235,0.12304875,2000,246.0975,200,11.85,-10.999,15.124,4,5.5,189.9,51.85,Case 2,NSFL,NBFL
IT55,IPE220,33.4,S235,0.1442045,2000,288.409,220,8.335,-10.999,15.124,4,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT56,IPE240,39.1,S235,0.16881425,2000,337.6285,240,5.959,-10.999,15.124,4,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT57,IPE100,10.3,S235,0.04447025,2000,88.9405,100,149.829,-12.374,17.015,4.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT58,IPE120,13.2,S235,0.056991,2000,113.982,120,80.763,-12.374,17.015,4.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT59,IPE140,16.4,S235,0.070807,2000,141.614,140,47.506,-12.374,17.015,4.5,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT60,IPE160,20.1,S235,0.08678175,2000,173.5635,160,29.642,-12.374,17.015,4.5,5.5,131,29.11,Case 3,NSFL,NBFL
IT61,IPE180,23.9,S235,0.10318825,2000,206.3765,180,19.615,-12.374,17.015,4.5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT62,IPE200,28.5,S235,0.12304875,2000,246.0975,200,13.331,-12.374,17.015,4.5,5.5,189.9,51.85,Case 2,NSFL,NBFL
IT63,IPE220,33.4,S235,0.1442045,2000,288.409,220,9.377,-12.374,17.015,4.5,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT64,IPE240,39.1,S235,0.16881425,2000,337.6285,240,6.704,-12.374,17.015,4.5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT65,IPE100,10.3,S235,0.04447025,2000,88.9405,100,166.477,-13.749,18.905,5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT66,IPE120,13.2,S235,0.056991,2000,113.982,120,89.737,-13.749,18.905,5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT67,IPE140,16.4,S235,0.070807,2000,141.614,140,52.784,-13.749,18.905,5,5.5,103.7,20.76,Case 3,NSFL,NBFL
IT68,IPE160,20.1,S235,0.08678175,2000,173.5635,160,32.935,-13.749,18.905,5,5.5,131,29.11,Case 3,NSFL,NBFL
IT69,IPE180,23.9,S235,0.10318825,2000,206.3765,180,21.794,-13.749,18.905,5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT70,IPE200,28.5,S235,0.12304875,2000,246.0975,200,14.813,-13.749,18.905,5,5.5,189.9,51.85,Case 2,NSFL,NBFL
IT71,IPE220,33.4,S235,0.1442045,2000,288.409,220,10.419,-13.749,18.905,5,5.5,215.5,67.07,Case 1,NSFL,NBFL
IT72,IPE240,39.1,S235,0.16881425,2000,337.6285,240,7.449,-13.749,18.905,5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT73,IPE100,10.3,S235,0.04447025,2000,88.9405,100,183.124,-15.124,20.796,5.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT74,IPE120,13.2,S235,0.056991,2000,113.982,120,98.71,-15.124,20.796,5.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT75,IPE140,16.4,S235,0.070807,2000,141.614,140,58.063,-15.124,20.796,5.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT76,IPE160,20.1,S235,0.08678175,2000,173.5635,160,36.229,-15.124,20.796,5.5,5.5,131,29.11,Case 3,NSFL,NBFL
IT77,IPE180,23.9,S235,0.10318825,2000,206.3765,180,23.973,-15.124,20.796,5.5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT78,IPE200,28.5,S235,0.12304875,2000,246.0975,200,16.294,-15.124,20.796,5.5,5.5,189.9,51.85,Case 2,NSFL,NBFL
IT79,IPE220,33.4,S235,0.1442045,2000,288.409,220,11.461,-15.124,20.796,5.5,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT80,IPE240,39.1,S235,0.16881425,2000,337.6285,240,8.194,-15.124,20.796,5.5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT81,IPE100,10.3,S235,0.04447025,2000,88.9405,100,199.772,-16.499,22.686,6,5.5,68.99,9.261,Case 3,NSFL,BFL
IT82,IPE120,13.2,S235,0.056991,2000,113.982,120,107.684,-16.499,22.686,6,5.5,85.55,14.27,Case 3,NSFL,BFL
IT83,IPE140,16.4,S235,0.070807,2000,141.614,140,63.341,-16.499,22.686,6,5.5,103.7,20.76,Case 3,NSFL,BFL
IT84,IPE160,20.1,S235,0.08678175,2000,173.5635,160,39.522,-16.499,22.686,6,5.5,131,29.11,Case 3,NSFL,NBFL
IT85,IPE180,23.9,S235,0.10318825,2000,206.3765,180,26.153,-16.499,22.686,6,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT86,IPE200,28.5,S235,0.12304875,2000,246.0975,200,17.775,-16.499,22.686,6,5.5,189.9,51.85,Case 2,NSFL,NBFL
IT87,IPE220,33.4,S235,0.1442045,2000,288.409,220,12.503,-16.499,22.686,6,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT88,IPE240,39.1,S235,0.16881425,2000,337.6285,240,8.939,-16.499,22.686,6,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT89,IPE100,10.3,S235,0.04447025,2000,88.9405,100,216.42,-17.874,24.577,6.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT90,IPE120,13.2,S235,0.056991,2000,113.982,120,116.658,-17.874,24.577,6.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT91,IPE140,16.4,S235,0.070807,2000,141.614,140,68.62,-17.874,24.577,6.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT92,IPE160,20.1,S235,0.08678175,2000,173.5635,160,42.816,-17.874,24.577,6.5,5.5,131,29.11,Case 3,NSFL,NBFL
IT93,IPE180,23.9,S235,0.10318825,2000,206.3765,180,28.332,-17.874,24.577,6.5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT94,IPE200,28.5,S235,0.12304875,2000,246.0975,200,19.256,-17.874,24.577,6.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT95,IPE220,33.4,S235,0.1442045,2000,288.409,220,13.545,-17.874,24.577,6.5,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT96,IPE240,39.1,S235,0.16881425,2000,337.6285,240,9.684,-17.874,24.577,6.5,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT97,IPE100,10.3,S235,0.04447025,2000,88.9405,100,233.067,-19.249,26.467,7,5.5,68.99,9.261,Case 3,NSFL,BFL
IT98,IPE120,13.2,S235,0.056991,2000,113.982,120,125.631,-19.249,26.467,7,5.5,85.55,14.27,Case 3,NSFL,BFL
IT99,IPE140,16.4,S235,0.070807,2000,141.614,140,73.898,-19.249,26.467,7,5.5,103.7,20.76,Case 3,NSFL,BFL
IT100,IPE160,20.1,S235,0.08678175,2000,173.5635,160,46.109,-19.249,26.467,7,5.5,131,29.11,Case 3,NSFL,NBFL
IT101,IPE180,23.9,S235,0.10318825,2000,206.3765,180,30.512,-19.249,26.467,7,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT102,IPE200,28.5,S235,0.12304875,2000,246.0975,200,20.738,-19.249,26.467,7,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT103,IPE220,33.4,S235,0.1442045,2000,288.409,220,14.587,-19.249,26.467,7,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT104,IPE240,39.1,S235,0.16881425,2000,337.6285,240,10.429,-19.249,26.467,7,5.5,259.7,86.16,Case 1,NSFL,NBFL
IT105,IPE100,10.3,S235,0.04447025,2000,88.9405,100,249.715,-20.624,28.358,7.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT106,IPE120,13.2,S235,0.056991,2000,113.982,120,134.605,-20.624,28.358,7.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT107,IPE140,16.4,S235,0.070807,2000,141.614,140,79.176,-20.624,28.358,7.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT108,IPE160,20.1,S235,0.08678175,2000,173.5635,160,49.403,-20.624,28.358,7.5,5.5,131,29.11,Case 3,NSFL,NBFL
IT109,IPE180,23.9,S235,0.10318825,2000,206.3765,180,32.691,-20.624,28.358,7.5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT110,IPE200,28.5,S235,0.12304875,2000,246.0975,200,22.219,-20.624,28.358,7.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT111,IPE220,33.4,S235,0.1442045,2000,288.409,220,15.629,-20.624,28.358,7.5,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT112,IPE240,39.1,S235,0.16881425,2000,337.6285,240,11.174,-20.624,28.358,7.5,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT113,IPE100,10.3,S235,0.04447025,2000,88.9405,100,266.362,-21.999,30.248,8,5.5,68.99,9.261,Case 3,NSFL,BFL
IT114,IPE120,13.2,S235,0.056991,2000,113.982,120,143.579,-21.999,30.248,8,5.5,85.55,14.27,Case 3,NSFL,BFL
IT115,IPE140,16.4,S235,0.070807,2000,141.614,140,84.455,-21.999,30.248,8,5.5,103.7,20.76,Case 3,NSFL,BFL
IT116,IPE160,20.1,S235,0.08678175,2000,173.5635,160,52.696,-21.999,30.248,8,5.5,131,29.11,Case 3,NSFL,BFL
IT117,IPE180,23.9,S235,0.10318825,2000,206.3765,180,34.871,-21.999,30.248,8,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT118,IPE200,28.5,S235,0.12304875,2000,246.0975,200,23.7,-21.999,30.248,8,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT119,IPE220,33.4,S235,0.1442045,2000,288.409,220,16.671,-21.999,30.248,8,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT120,IPE240,39.1,S235,0.16881425,2000,337.6285,240,11.919,-21.999,30.248,8,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT121,IPE100,10.3,S235,0.04447025,2000,88.9405,100,283.01,-23.374,32.139,8.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT122,IPE120,13.2,S235,0.056991,2000,113.982,120,152.552,-23.374,32.139,8.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT123,IPE140,16.4,S235,0.070807,2000,141.614,140,89.733,-23.373,32.139,8.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT124,IPE160,20.1,S235,0.08678175,2000,173.5635,160,55.99,-23.374,32.139,8.5,5.5,131,29.11,Case 3,NSFL,BFL
IT125,IPE180,23.9,S235,0.10318825,2000,206.3765,180,37.05,-23.374,32.139,8.5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT126,IPE200,28.5,S235,0.12304875,2000,246.0975,200,25.181,-23.373,32.139,8.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT127,IPE220,33.4,S235,0.1442045,2000,288.409,220,17.713,-23.373,32.139,8.5,5.5,215.5,67.07,Case 2,NSFL,NBFL
IT128,IPE240,39.1,S235,0.16881425,2000,337.6285,240,12.664,-23.374,32.139,8.5,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT129,IPE100,10.3,S235,0.04447025,2000,88.9405,100,299.658,-24.749,34.029,9,5.5,68.99,9.261,Case 3,NSFL,BFL
IT130,IPE120,13.2,S235,0.056991,2000,113.982,120,161.526,-24.749,34.029,9,5.5,85.55,14.27,Case 3,NSFL,BFL
IT131,IPE140,16.4,S235,0.070807,2000,141.614,140,95.012,-24.748,34.029,9,5.5,103.7,20.76,Case 3,NSFL,BFL
IT132,IPE160,20.1,S235,0.08678175,2000,173.5635,160,59.283,-24.749,34.029,9,5.5,131,29.11,Case 3,NSFL,BFL
IT133,IPE180,23.9,S235,0.10318825,2000,206.3765,180,39.229,-24.749,34.029,9,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT134,IPE200,28.5,S235,0.12304875,2000,246.0975,200,26.663,-24.748,34.029,9,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT135,IPE220,33.4,S235,0.1442045,2000,288.409,220,18.755,-24.748,34.029,9,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT136,IPE240,39.1,S235,0.16881425,2000,337.6285,240,13.409,-24.749,34.029,9,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT137,IPE100,10.3,S235,0.04447025,2000,88.9405,100,316.305,-26.123,35.92,9.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT138,IPE120,13.2,S235,0.056991,2000,113.982,120,170.5,-26.123,35.92,9.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT139,IPE140,16.4,S235,0.070807,2000,141.614,140,100.29,-26.123,35.92,9.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT140,IPE160,20.1,S235,0.08678175,2000,173.5635,160,62.577,-26.123,35.92,9.5,5.5,131,29.11,Case 3,NSFL,BFL
IT141,IPE180,23.9,S235,0.10318825,2000,206.3765,180,41.409,-26.124,35.92,9.5,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT142,IPE200,28.5,S235,0.12304875,2000,246.0975,200,28.144,-26.123,35.92,9.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT143,IPE220,33.4,S235,0.1442045,2000,288.409,220,19.796,-26.123,35.92,9.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT144,IPE240,39.1,S235,0.16881425,2000,337.6285,240,14.154,-26.123,35.92,9.5,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT145,IPE100,10.3,S235,0.04447025,2000,88.9405,100,332.953,-27.498,37.81,10,5.5,68.99,9.261,Case 3,NSFL,BFL
IT146,IPE120,13.2,S235,0.056991,2000,113.982,120,179.473,-27.498,37.81,10,5.5,85.55,14.27,Case 3,NSFL,BFL
IT147,IPE140,16.4,S235,0.070807,2000,141.614,140,105.569,-27.498,37.81,10,5.5,103.7,20.76,Case 3,NSFL,BFL
IT148,IPE160,20.1,S235,0.08678175,2000,173.5635,160,65.87,-27.498,37.81,10,5.5,131,29.11,Case 3,NSFL,BFL
IT149,IPE180,23.9,S235,0.10318825,2000,206.3765,180,43.588,-27.499,37.81,10,5.5,152.7,39.11,Case 3,NSFL,NBFL
IT150,IPE200,28.5,S235,0.12304875,2000,246.0975,200,29.625,-27.498,37.81,10,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT151,IPE220,33.4,S235,0.1442045,2000,288.409,220,20.838,-27.498,37.81,10,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT152,IPE240,39.1,S235,0.16881425,2000,337.6285,240,14.899,-27.498,37.81,10,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT153,IPE100,10.3,S235,0.04447025,2000,88.9405,100,349.601,-28.873,39.701,10.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT154,IPE120,13.2,S235,0.056991,2000,113.982,120,188.447,-28.873,39.701,10.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT155,IPE140,16.4,S235,0.070807,2000,141.614,140,110.847,-28.873,39.701,10.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT156,IPE160,20.1,S235,0.08678175,2000,173.5635,160,69.164,-28.873,39.701,10.5,5.5,131,29.11,Case 3,NSFL,BFL
IT157,IPE180,23.9,S235,0.10318825,2000,206.3765,180,45.768,-28.874,39.701,10.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT158,IPE200,28.5,S235,0.12304875,2000,246.0975,200,31.106,-28.873,39.701,10.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT159,IPE220,33.4,S235,0.1442045,2000,288.409,220,21.88,-28.873,39.701,10.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT160,IPE240,39.1,S235,0.16881425,2000,337.6285,240,15.644,-28.873,39.701,10.5,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT161,IPE100,10.3,S235,0.04447025,2000,88.9405,100,366.248,-30.248,41.591,11,5.5,68.99,9.261,Case 3,NSFL,BFL
IT162,IPE120,13.2,S235,0.056991,2000,113.982,120,197.421,-30.248,41.591,11,5.5,85.55,14.27,Case 3,NSFL,BFL
IT163,IPE140,16.4,S235,0.070807,2000,141.614,140,116.125,-30.248,41.592,11,5.5,103.7,20.76,Case 3,NSFL,BFL
IT164,IPE160,20.1,S235,0.08678175,2000,173.5635,160,72.457,-30.248,41.591,11,5.5,131,29.11,Case 3,NSFL,BFL
IT165,IPE180,23.9,S235,0.10318825,2000,206.3765,180,47.947,-30.248,41.591,11,5.5,152.7,39.11,Case 3,NSFL,BFL
IT166,IPE200,28.5,S235,0.12304875,2000,246.0975,200,32.588,-30.248,41.591,11,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT167,IPE220,33.4,S235,0.1442045,2000,288.409,220,22.922,-30.248,41.591,11,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT168,IPE240,39.1,S235,0.16881425,2000,337.6285,240,16.388,-30.248,41.591,11,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT169,IPE100,10.3,S235,0.04447025,2000,88.9405,100,382.896,-31.623,43.482,11.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT170,IPE120,13.2,S235,0.056991,2000,113.982,120,206.394,-31.623,43.482,11.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT171,IPE140,16.4,S235,0.070807,2000,141.614,140,121.404,-31.623,43.482,11.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT172,IPE160,20.1,S235,0.08678175,2000,173.5635,160,75.751,-31.623,43.482,11.5,5.5,131,29.11,Case 3,NSFL,BFL
IT173,IPE180,23.9,S235,0.10318825,2000,206.3765,180,50.126,-31.623,43.482,11.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT174,IPE200,28.5,S235,0.12304875,2000,246.0975,200,34.069,-31.623,43.482,11.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT175,IPE220,33.4,S235,0.1442045,2000,288.409,220,23.964,-31.623,43.482,11.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT176,IPE240,39.1,S235,0.16881425,2000,337.6285,240,17.133,-31.623,43.482,11.5,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT177,IPE100,10.3,S235,0.04447025,2000,88.9405,100,399.544,-32.998,45.372,12,5.5,68.99,9.261,Case 3,NSFL,BFL
IT178,IPE120,13.2,S235,0.056991,2000,113.982,120,215.368,-32.998,45.372,12,5.5,85.55,14.27,Case 3,NSFL,BFL
IT179,IPE140,16.4,S235,0.070807,2000,141.614,140,126.682,-32.998,45.373,12,5.5,103.7,20.76,Case 3,NSFL,BFL
IT180,IPE160,20.1,S235,0.08678175,2000,173.5635,160,79.044,-32.998,45.372,12,5.5,131,29.11,Case 3,NSFL,BFL
IT181,IPE180,23.9,S235,0.10318825,2000,206.3765,180,52.306,-32.998,45.372,12,5.5,152.7,39.11,Case 3,NSFL,BFL
IT182,IPE200,28.5,S235,0.12304875,2000,246.0975,200,35.55,-32.998,45.372,12,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT183,IPE220,33.4,S235,0.1442045,2000,288.409,220,25.006,-32.998,45.372,12,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT184,IPE240,39.1,S235,0.16881425,2000,337.6285,240,17.878,-32.998,45.372,12,5.5,259.7,86.16,Case 2,NSFL,NBFL
IT185,IPE100,10.3,S235,0.04447025,2000,88.9405,100,416.191,-34.373,47.263,12.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT186,IPE120,13.2,S235,0.056991,2000,113.982,120,224.342,-34.373,47.263,12.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT187,IPE140,16.4,S235,0.070807,2000,141.614,140,131.961,-34.373,47.263,12.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT188,IPE160,20.1,S235,0.08678175,2000,173.5635,160,82.338,-34.373,47.263,12.5,5.5,131,29.11,Case 3,NSFL,BFL
